"Y","date"
37459,1981.33333333333
41060,1981.41666666667
43558,1981.5
42398,1981.58333333333
33827,1981.66666666667
34962,1981.75
33480,1981.83333333333
32445,1981.91666666667
30715,1982
30400,1982.08333333333
31451,1982.16666666667
31306,1982.25
40592,1982.33333333333
44133,1982.41666666667
47387,1982.5
41310,1982.58333333333
37913,1982.66666666667
34355,1982.75
34607,1982.83333333333
28729,1982.91666666667
26138,1983
30745,1983.08333333333
35018,1983.16666666667
34549,1983.25
40980,1983.33333333333
42869,1983.41666666667
45022,1983.5
40387,1983.58333333333
38180,1983.66666666667
38608,1983.75
35308,1983.83333333333
30234,1983.91666666667
28801,1984
33034,1984.08333333333
35294,1984.16666666667
33181,1984.25
40797,1984.33333333333
42355,1984.41666666667
46098,1984.5
42430,1984.58333333333
41851,1984.66666666667
39331,1984.75
37328,1984.83333333333
34514,1984.91666666667
32494,1985
33308,1985.08333333333
36805,1985.16666666667
34221,1985.25
41020,1985.33333333333
44350,1985.41666666667
46173,1985.5
44435,1985.58333333333
40943,1985.66666666667
39269,1985.75
35901,1985.83333333333
32142,1985.91666666667
31239,1986
32261,1986.08333333333
34951,1986.16666666667
38109,1986.25
43168,1986.33333333333
45547,1986.41666666667
49568,1986.5
45387,1986.58333333333
41805,1986.66666666667
41281,1986.75
36068,1986.83333333333
34879,1986.91666666667
32791,1987
34206,1987.08333333333
39128,1987.16666666667
40249,1987.25
43519,1987.33333333333
46137,1987.41666666667
56709,1987.5
52306,1987.58333333333
49397,1987.66666666667
45500,1987.75
39857,1987.83333333333
37958,1987.91666666667
35567,1988
37696,1988.08333333333
42319,1988.16666666667
39137,1988.25
47062,1988.33333333333
50610,1988.41666666667
54457,1988.5
54435,1988.58333333333
48516,1988.66666666667
43225,1988.75
42155,1988.83333333333
39995,1988.91666666667
37541,1989
37277,1989.08333333333
41778,1989.16666666667
41666,1989.25
49616,1989.33333333333
57793,1989.41666666667
61884,1989.5
62400,1989.58333333333
50820,1989.66666666667
51116,1989.75
45731,1989.83333333333
42528,1989.91666666667
40459,1990
40295,1990.08333333333
44147,1990.16666666667
42697,1990.25
52561,1990.33333333333
56572,1990.41666666667
56858,1990.5
58363,1990.58333333333
45627,1990.66666666667
45622,1990.75
41304,1990.83333333333
36016,1990.91666666667
35592,1991
35677,1991.08333333333
39864,1991.16666666667
41761,1991.25
50380,1991.33333333333
49129,1991.41666666667
55066,1991.5
55671,1991.58333333333
49058,1991.66666666667
44503,1991.75
42145,1991.83333333333
38698,1991.91666666667
38963,1992
38690,1992.08333333333
39792,1992.16666666667
42545,1992.25
50145,1992.33333333333
58164,1992.41666666667
59035,1992.5
59408,1992.58333333333
55988,1992.66666666667
47321,1992.75
42269,1992.83333333333
39606,1992.91666666667
37059,1993
37963,1993.08333333333
31043,1993.16666666667
41712,1993.25
50366,1993.33333333333
56977,1993.41666666667
56807,1993.5
54634,1993.58333333333
51367,1993.66666666667
48073,1993.75
46251,1993.83333333333
43736,1993.91666666667
39975,1994
40478,1994.08333333333
46895,1994.16666666667
46147,1994.25
55011,1994.33333333333
57799,1994.41666666667
62450,1994.5
63896,1994.58333333333
57784,1994.66666666667
53231,1994.75
50354,1994.83333333333
38410,1994.91666666667
41600,1995
41471,1995.08333333333
46287,1995.16666666667
49013,1995.25
56624,1995.33333333333
61739,1995.41666666667
66600,1995.5
60054,1995.58333333333
